MP:0000001	mammalian phenotype	哺乳類の表現型
MP:0009335	decreased splenocyte proliferation	脾細胞の増殖減少
MP:0009336	increased splenocyte proliferation	脾細胞の増殖増加
MP:0009337	abnormal splenocyte number	脾細胞数の異常
MP:0009338	increased splenocyte number	脾細胞数の増加
MP:0009339	decreased splenocyte number	脾細胞数の減少
MP:0009340	abnormal splenocyte apoptosis	脾細胞アポトーシスの異常
MP:0009341	decreased splenocyte apoptosis	脾細胞アポトーシスの減少
MP:0009342	enlarged gallbladder	胆嚢肥大
MP:0009343	dilated gallbladder	胆嚢拡張
MP:0009344	abnormal ovulation cycle	排卵周期の異常
MP:0009345	abnormal trabecular bone thickness	海綿骨の厚さの異常
MP:0009346	decreased trabecular bone thickness	海綿骨の厚さ減少
MP:0009347	increased trabecular bone thickness	海綿骨の厚さ増加
MP:0009348	abnormal urine pH	尿pH異常
MP:0009349	increased urine pH	尿pH上昇
MP:0009350	decreased urine pH	尿pH低下
MP:0009351	thin hair shaft	毛幹の細小化
MP:0009352	impaired spacing of implantation sites	着床部位のスペーシング障害
MP:0009353	twin decidual capsule	双生子の脱落皮膜
MP:0009354	emprosthotonos	前弓緊張
MP:0009355	increased liver triglyceride level	肝臓内トリグリセリド値上昇
MP:0009356	decreased liver triglyceride level	肝臓内トリグリセリド値低下
MP:0009357	abnormal seizure response to inducing agent	誘発剤への発作反応の異常
MP:0009358	environmentally induced seizures	環境誘導性発作
MP:0009359	endometrium atrophy	子宮内膜萎縮
MP:0009360	endometrium inflammation	子宮内膜の炎症
MP:0009361	abnormal primordial ovarian follicle morphology	原始卵胞の形態異常
MP:0009362	abnormal primary ovarian follicle morphology	一次卵胞の形態異常
MP:0009363	abnormal tertiary ovarian follicle morphology	二次卵胞の形態異常
MP:0009364	abnormal mature ovarian follicle morphology	成熟卵胞の形態異常
MP:0009365	abnormal theca cell layer morphology	卵胞膜異常
MP:0009366	abnormal theca interna morphology	内卵胞膜異常
MP:0009367	abnormal theca externa morphology	外卵胞膜異常
MP:0009368	absent theca folliculi	卵胞膜欠如
MP:0009369	abnormal theca cell number	包膜細胞数の異常
MP:0009370	decreased theca cell number	包膜細胞数の減少
MP:0009371	increased theca cell number	包膜細胞数の増加
MP:0009372	abnormal cumulus oophorus morphology	卵丘の形態異常
MP:0009373	abnormal cumulus expansion	卵丘膨脹の異常
MP:0009374	absent cumulus expansion	卵丘膨脹の欠如
MP:0009375	thin zona pellucida	透明帯の菲薄化
MP:0009376	abnormal manchette morphology	精子の尾索の形態異常
MP:0009377	ectopic manchette	尾索の異所性
MP:0009378	abnormal endoplasmic reticulum morphology	小胞体の形態異常
MP:0009379	abnormal foot pigmentation	足の色素沈着異常
MP:0009380	abnormal prostate gland ventral lobe morphology	前立腺腹側葉の形態異常
MP:0009381	abnormal prostate gland dorsolateral lobe morphology	前立腺背側外側葉の形態異常
MP:0009382	abnormal cardiac jelly morphology	心軟肉の形態異常
MP:0009383	obsolete abnormal truncus arteriosus morphology	OBSOLETE
MP:0009384	cardiac valve regurgitation	心臓弁逆流
MP:0009385	abnormal dermal pigmentation	真皮色素沈着異常
MP:0009386	abnormal dermal melanocyte morphology	真皮メラニン形成細胞の形態異常
MP:0009387	abnormal epidermal pigmentation	表皮色素沈着異常
MP:0009388	abnormal epidermal melanocyte morphology	表皮メラニン形成細胞の形態異常
MP:0009389	abnormal extracutaneous pigmentation	真皮外色素沈着異常
MP:0009390	abnormal otic pigmentation	耳の色素沈着異常
MP:0009391	abnormal leptomeninges pigmentation	軟膜色素沈着異常
MP:0009392	retina gliosis	網膜グリオーシス
MP:0009393	abnormal resting posture	安静姿勢の異常
MP:0009394	increased uterine NK cell number	子宮NK細胞数の増加
MP:0009395	increased nucleated erythrocyte cell number	有核赤血球数の増加
MP:0009396	small endometrial glands	子宮内膜腺の矮小化
MP:0009397	increased trophoblast giant cell number	栄養膜巨細胞増加
MP:0009398	abnormal skeletal muscle fiber size	骨格筋線維サイズの異常
MP:0009399	increased skeletal muscle fiber size	骨格筋線維サイズの増加
MP:0009400	decreased skeletal muscle fiber size	骨格筋線維サイズの低下
MP:0009401	increased skeletal muscle fiber diameter	骨格筋線維径の増加
MP:0009402	decreased skeletal muscle fiber diameter	骨格筋線維径の減少
MP:0009403	increased variability of skeletal muscle fiber size	骨格筋線維サイズ変動性の増大
MP:0009404	centrally nucleated skeletal muscle fibers	中心核骨格筋線維
MP:0009405	increased skeletal muscle fiber number	骨格筋線維数の増加
MP:0009406	decreased skeletal muscle fiber number	骨格筋線維数の減少
MP:0009407	increased skeletal muscle fiber density	骨格筋線維密度上昇
MP:0009408	decreased skeletal muscle fiber density	骨格筋線維密度低下
MP:0009409	abnormal skeletal muscle fiber type ratio	骨格筋線維の型の比の異常
MP:0009410	abnormal skeletal muscle satellite cell proliferation	骨格筋衛星細胞の増殖異常
MP:0009411	abnormal skeletal muscle fiber triad morphology	骨格筋線維三連構造の形態異常
MP:0009412	skeletal muscle fiber degeneration	骨格筋線維変性
MP:0009413	skeletal muscle fiber atrophy	骨格筋線維萎縮
MP:0009414	skeletal muscle fiber necrosis	骨格筋線維壊死
MP:0009415	skeletal muscle degeneration	骨格筋変性
MP:0009416	cardiac muscle degeneration	心筋変性
MP:0009417	skeletal muscle atrophy	骨格筋萎縮
MP:0009418	cardiac muscle atrophy	心筋萎縮
MP:0009419	skeletal muscle fibrosis	骨格筋線維症
MP:0009420	skeletal muscle endomysial fibrosis	骨格筋内膜線維症
MP:0009421	increased gastrocnemius weight	腓腹筋重量の増加
MP:0009422	decreased gastrocnemius weight	腓腹筋重量の減少
MP:0009423	increased extensor digitorum longus weight	長指伸筋重量の増加
MP:0009424	decreased extensor digitorum longus weight	長指伸筋重量の減少
MP:0009425	increased soleus weight	ヒラメ筋重量の増加
MP:0009426	decreased soleus weight	ヒラメ筋重量の減少
MP:0009427	increased tibialis anterior weight	前脛骨重量の増加
MP:0009428	decreased tibialis anterior weight	前脛骨重量の減少
MP:0009429	decreased embryo weight	胚重量減少
MP:0009430	increased embryo weight	胚重量の増加
MP:0009431	decreased fetal weight	胎仔体重の減少
MP:0009432	increased fetal weight	胎仔体重の増加
MP:0009433	polyovular ovarian follicle	多卵性卵胞
MP:0009434	paraparesis	不全対麻痺
MP:0009435	abnormal miniature inhibitory postsynaptic currents	微小抑制性シナプス後電流異常
MP:0009436	fragmentation of sleep/wake states	睡眠/覚醒状態の断片化
MP:0009437	arytenoid and cricoid cartilage fusion	披裂軟骨と輪状軟骨の癒合
MP:0009438	cricoid and tracheal cartilage fusion	輪状軟骨と気管軟骨の癒合
MP:0009439	increased myeloid sarcoma incidence	骨髄肉腫
MP:0009440	increased myeloma incidence	骨髄腫
MP:0009441	delayed skin barrier formation	皮膚バリアの形成遅延
MP:0009442	increased ovarian teratoma incidence	卵巣奇形腫
MP:0009443	parthenogenesis	単為生殖、単為発生、処女生殖
MP:0009444	ovarian follicular cyst	卵胞嚢胞
MP:0009445	osteomalacia	骨軟化症
MP:0009446	abnormal platelet dense granule physiology	血小板密顆粒の生理異常
MP:0009447	abnormal platelet ATP level	血小板ATP値異常
MP:0009448	decreased platelet ATP level	血小板ATP値低下
MP:0009449	increased platelet ATP level	血小板ATP値上昇
MP:0009450	abnormal axon fasciculation	軸索束状化異常
MP:0009451	abnormal chromosomal synapsis	減数分裂中の染色体対合異常
MP:0009452	abnormal synaptonemal complex	シナプトネマ構造異常
MP:0009453	enhanced contextual conditioning behavior	文脈条件付け試験行動の促進
MP:0009454	impaired contextual conditioning behavior	文脈条件付け行動障害
MP:0009455	enhanced cued conditioning behavior	手がかり条件付け試験行動の促進
MP:0009456	impaired cued conditioning behavior	手がかり条件付け試験行動の障害
MP:0009457	whorled hair	渦状毛
MP:0009458	abnormal skeletal muscle size	骨格筋のサイズ異常
MP:0009459	skeletal muscle hyperplasia	骨格筋過形成
MP:0009460	skeletal muscle hypoplasia	骨格筋形成不全
MP:0009461	skeletal muscle hypertrophy	骨格筋肥大
MP:0009462	skeletal muscle hypotrophy	骨格筋発育不全
MP:0009463	abnormal pituitary infundibular stalk morphology	下垂体漏斗茎の形態異常
MP:0009465	abnormal gallbladder infundibulum morphology	胆嚢漏斗の形態異常
MP:0009466	abnormal uterine tube infundibulum morphology	卵管漏斗の形態異常
MP:0009467	abnormal magnocellular neurosecretory cell morphology	巨大神経内分泌細胞の形態異常
MP:0009468	absent magnocellular neurosecretory cells	巨大神経内分泌細胞の欠如
MP:0009469	increased skin hamartoma incidence	皮膚の過誤腫の発生率増加
MP:0009470	mirror image duplication	鏡像複製（mirror image duplication）
MP:0009471	abnormal urine sulfate level	尿中硫酸値異常
MP:0009472	increased urine sulfate level	尿中硫酸濃度上昇
MP:0009473	abnormal skin exfoliation	皮膚剥脱異常
MP:0009474	thick epidermis stratum spinosum	表皮有棘層の肥厚
MP:0009475	abnormal nicotine-mediated receptor currents	ニコチン介在性受容体の電流異常
MP:0009476	enlarged cecum	盲腸肥大
MP:0009477	small cecum	盲腸矮小化
MP:0009478	coiled cecum	コイル状盲腸
MP:0009479	abnormal cecum development	盲腸発生異常
MP:0009480	distended cecum	盲腸の膨脹
MP:0009481	cecum inflammation	虫垂の炎症
MP:0009482	ileum inflammation	回腸の炎症
MP:0009483	enlarged ileum	回腸拡大
MP:0009484	ileum hypertrophy	回腸肥大
MP:0009485	distended ileum	回腸の膨脹
MP:0009486	rectovaginal fusion	直腸膣癒合
MP:0009487	rectourethral fusion	直腸尿道癒合
MP:0009488	abnormal pancreatic islet cell apoptosis	膵島細胞アポトーシス
MP:0009489	abnormal blood vessel endothelium morphology	血管内皮形態異常
MP:0009490	abnormal heart left atrium auricular region morphology	左心房心耳領域の形態異常
MP:0009491	abnormal heart right atrium auricular region morphology	右心房心耳領域の形態異常
MP:0009492	abnormal gallbladder epithelium morphology	胆嚢上皮の形態異常
MP:0009493	abnormal cystic duct morphology	胆嚢管の形態異常
MP:0009494	abnormal biliary ductule morphology	集合胆管形態異常
MP:0009495	abnormal common bile duct morphology	総胆管の形態異常
MP:0009496	abnormal common hepatic duct morphology	総肝管の形態異常
MP:0009497	abnormal intrahepatic bile duct morphology	肝内胆管の形態異常
MP:0009498	abnormal extrahepatic bile duct morphology	肝外胆管の形態異常
MP:0009499	abnormal intralobular bile duct morphology	小葉内胆管の形態異常
MP:0009500	abnormal interlobular bile duct morphology	小葉間胆管の形態異常
MP:0009501	abnormal hepatic duct morphology	肝管の形態異常
MP:0009502	abnormal areola morphology	乳輪形態異常
MP:0009503	abnormal mammary gland duct morphology	乳腺管の形態異常
MP:0009504	abnormal mammary gland epithelium morphology	乳腺上皮の形態異常
MP:0009505	abnormal mammary gland lobule morphology	乳腺小葉の形態異常
MP:0009506	abnormal mammary gland alveolus morphology	乳腺腺房の形態異常
MP:0009507	abnormal mammary gland connective tissue morphology	乳腺結合組織の形態異常
MP:0009508	increased mammary gland ductal carcinoma incidence	乳腺管癌
MP:0009509	absent rectum	直腸欠如
MP:0009510	cecal atresia	盲腸閉鎖症
MP:0009511	distended stomach	胃の膨張
MP:0009512	abnormal cerebellar Golgi cell morphology	小脳ゴルジ細胞の形態異常
MP:0009514	titubation	歩行時のよろめき・安静時の揺れ
MP:0009515	increased gastrointestinal stromal tumor incidence	消化管間葉性腫瘍、消化管間質性腫瘍
MP:0009516	enlarged salivary gland	唾液腺肥大
MP:0009517	abnormal salivary gland duct morphology	唾液腺管の形態異常
MP:0009518	abnormal anterior lingual gland morphology	前舌腺形態異常
MP:0009519	abnormal anterior buccal gland morphology	前頬腺の形態異常
MP:0009520	decreased submandibular gland size	顎下腺サイズの減少
MP:0009521	increased submandibular gland size	顎下腺サイズの増加
MP:0009522	submandibular gland hypoplasia	顎下腺形成不全
MP:0009523	submandibular gland hyperplasia	顎下腺過形成
MP:0009524	absent submandibular gland	顎下腺の欠如
MP:0009525	abnormal submandibular duct morphology	顎下腺管の形態異常
MP:0009526	absent sublingual gland	舌下腺の欠如
MP:0009527	abnormal sublingual duct morphology	舌下腺管の形態異常
MP:0009528	abnormal major sublingual duct morphology	大舌下腺管の形態異常
MP:0009529	abnormal minor sublingual duct morphology	小舌下腺管の形態異常
MP:0009530	abnormal parotid main excretory duct morphology	耳下腺管の形態異常
MP:0009531	increased parotid gland size	耳下腺サイズの増加
MP:0009532	decreased parotid gland size	耳下腺サイズの減少
MP:0009533	absent palatine gland	口蓋腺の欠如
MP:0009534	absent anterior lingual gland	前舌腺の欠如
MP:0009535	abnormal skin sebaceous gland morphology	皮膚皮脂腺の形態異常
MP:0009536	abnormal interstitial cell of Cajal morphology	カハール間質細胞の形態異常
MP:0009537	interstitial cells of Cajal hyperplasia	カハール間質細胞過形成
MP:0009538	abnormal synapse morphology	シナプスの形態異常
MP:0009539	abnormal Hassall's corpuscle morphology	ハッサル小体の形態異常
MP:0009540	absent Hassall's corpuscle	ハッサル小体の欠如
MP:0009541	increased thymocyte apoptosis	胸腺細胞アポトーシスの増加
MP:0009542	decreased thymocyte apoptosis	胸腺細胞アポトーシスの減少
MP:0009543	abnormal thymus corticomedullary boundary morphology	胸腺皮髄境界部の形態異常
MP:0009544	abnormal thymus epithelium morphology	胸腺上皮の形態異常
MP:0009545	abnormal dermis papillary layer morphology	真皮乳頭層の形態異常
MP:0009546	absent gastric milk in neonates	新生児の胃乳の欠如
MP:0009547	elliptocytosis	楕円赤血球症
MP:0009548	abnormal platelet aggregation	血小板凝集異常
MP:0009549	decreased platelet aggregation	血小板凝集の低下
MP:0009550	increased urinary bladder carcinoma incidence	膀胱癌発生率上昇
MP:0009551	increased urinary bladder transitional cell carcinoma incidence	膀胱移行上皮癌発生率上昇
MP:0009552	urinary bladder obstruction	膀胱閉塞
MP:0009553	fused lips	口唇癒合
MP:0009554	abnormal hair follicle melanin granule shape	毛包メラニン顆粒の形状異常
MP:0009555	abnormal hair follicle melanin granule distribution	毛包メラニン顆粒の分布異常
MP:0009556	abnormal platelet ADP level	血小板ADP値異常
MP:0009557	decreased platelet ADP level	血小板ADP値低下
MP:0009558	increased platelet ADP level	血小板ADP値上昇
MP:0009559	thymus cortex hyperplasia	胸腺皮質過形成
MP:0009560	absent epidermis stratum granulosum	表皮顆粒層の欠如
MP:0009561	superior cervical ganglion degeneration	上頸神経節退行変性
MP:0009562	abnormal odor adaptation	臭気順応異常
MP:0009563	dyskeratosis	角化異常症
MP:0009564	abnormal meiotic configurations	減数分裂の構成異常
MP:0009565	multivalent meiotic configurations	多価減数分裂構成
MP:0009566	meiotic nondisjunction	減数分裂の染色体不分離
MP:0009567	mitotic nondisjunction	有糸分裂の染色体不分離
MP:0009568	abnormal red blood cell deformability	赤血球変形能の異常
MP:0009569	abnormal left lung morphology	左肺の形態異常
MP:0009570	abnormal right lung morphology	右肺の形態異常
MP:0009571	abnormal right lung accessory lobe morphology	右肺副葉の形態異常
MP:0009572	abnormal right lung cranial lobe morphology	右肺前葉の形態異常
MP:0009573	abnormal right lung middle lobe morphology	右肺中葉の形態異常
MP:0009574	abnormal right lung caudal lobe morphology	右肺後葉の形態異常
MP:0009575	abnormal pubic symphysis morphology	恥骨結合の形態異常
MP:0009576	oral atresia	口腔閉鎖症
MP:0009577	abnormal developmental vascular remodeling	発生上の血管リモデリング異常
MP:0009578	otocephaly	耳頭症
MP:0009579	acephaly	無頭症
MP:0009580	increased keratinocyte apoptosis	ケラチノサイトアポトーシスの増加
MP:0009581	decreased keratinocyte apoptosis	ケラチノサイトアポトーシスの減少
MP:0009582	abnormal keratinocyte proliferation	ケラチノサイト増殖異常
MP:0009583	increased keratinocyte proliferation	ケラチノサイト増殖増加
MP:0009584	decreased keratinocyte proliferation	ケラチノサイト増殖減少
MP:0009585	obsolete ectopic bone formation	OBSOLETE
MP:0009586	increased platelet aggregation	血小板凝集の増加
MP:0009587	abnormal plasma membrane sphingolipid content	細胞膜スフィンゴ脂質量の異常
MP:0009588	increased plasma membrane sphingolipid content	細胞膜スフィンゴ脂質量の増加
MP:0009589	sphingomyelinosis	スフィンゴリピドーシス
MP:0009590	increased gonad tumor incidence	性腺腫瘍の発生率の増加
MP:0009591	increased liver adenocarcinoma incidence	肝臓腺癌
MP:0009592	increased Leydig cell tumor incidence	ライディッヒ細胞腫
MP:0009593	absent chorion	絨毛膜の欠如
MP:0009594	abnormal corneocyte envelope morphology	角質細胞エンベロープの形態異常
MP:0009595	enlarged corneocyte envelope	角質細胞エンベロープ肥大
MP:0009596	abnormal stratum corneum lipid matrix formation	角質層脂質マトリックス形成異常
MP:0009597	impaired stratum corneum desquamation	角質層剥離障害
MP:0009598	thin epidermis stratum granulosum	表皮顆粒層の菲薄化
MP:0009599	thick epidermis stratum granulosum	表皮顆粒層の肥厚
MP:0009600	hypergranulosis	顆粒層肥厚
MP:0009601	epidermis stratum granulosum hyperplasia	表皮顆粒層過形成
MP:0009602	abnormal keratohyalin granule morphology	ケラトヒアリン顆粒の形態異常
MP:0009603	absent keratohyalin granules	ケラトヒアリン顆粒の欠如
MP:0009604	increased keratohyalin granule number	ケラトヒアリン顆粒数の増加
MP:0009605	decreased keratohyalin granule number	ケラトヒアリン顆粒数の減少
MP:0009606	increased keratohyalin granule size	ケラトヒアリン顆粒サイズの増加
MP:0009607	decreased keratohyalin granule size	ケラトヒアリン顆粒サイズの減少
MP:0009608	abnormal epidermal lamellar body morphology	表皮層状体の形態異常
MP:0009609	absent basioccipital bone	基底後頭骨の欠如
MP:0009610	abnormal epidermis stratum lucidum morphology	表皮透明層の形態異常
MP:0009611	epidermis stratum spinosum hyperplasia	表皮有棘層過形成
MP:0009612	thick epidermis suprabasal layer	表皮基底上層の肥厚
MP:0009613	thin epidermis suprabasal layer	表皮基底上層の菲薄化
MP:0009614	absent epidermis stratum spinosum	表皮有棘層の欠如
MP:0009615	abnormal zinc homeostasis	亜鉛恒常性の異常
MP:0009616	abnormal brain zinc level	脳内亜鉛量異常
MP:0009617	decreased brain zinc level	脳内亜鉛値低下
MP:0009618	increased brain zinc level	脳亜鉛値上昇
MP:0009619	abnormal optokinetic reflex	視動性反射異常
MP:0009620	abnormal primary vitreous morphology	一次硝子体の形態異常
MP:0009621	primary vitreous hyperplasia	一次硝子体の過形成
MP:0009622	absent inguinal lymph nodes	鼠径リンパ節の欠如
MP:0009623	enlarged inguinal lymph nodes	鼠径リンパ節の肥大
MP:0009624	small inguinal lymph nodes	鼠径リンパ節の矮小化
MP:0009625	abnormal abdominal lymph node morphology	腹部リンパ節形態異常
MP:0009626	abnormal celiac lymph node morphology	腹腔リンパ節の形態異常
MP:0009627	abnormal submandibular lymph node morphology	顎下リンパ節の形態異常
MP:0009628	absent brachial lymph nodes	上腕リンパ節の欠如
MP:0009629	small brachial lymph nodes	上腕リンパ節の矮小化
MP:0009630	absent axillary lymph nodes	腋窩リンパ節の欠如
MP:0009631	enlarged axillary lymph nodes	腋窩リンパ節の肥大
MP:0009632	small axillary lymph nodes	腋窩リンパ節の矮小化
MP:0009633	absent cervical lymph nodes	頸部リンパ節の欠如
MP:0009634	absent popliteal lymph nodes	膝窩リンパ節の欠如
MP:0009635	enlarged popliteal lymph nodes	膝窩リンパ節の肥大
MP:0009636	small popliteal lymph nodes	膝窩リンパ節の矮小化
MP:0009637	abnormal pretectal region morphology	視蓋前野の形態異常
MP:0009638	abnormal pretectal nuclei morphology	視蓋前野核の形態異常
MP:0009639	abnormal olivary pretectal nucleus morphology	視蓋前野オリーブ核の形態異常
MP:0009640	abnormal renal tubule epithelium morphology	腎尿細管上皮の形態異常
MP:0009641	kidney degeneration	腎の退行変性
MP:0009642	abnormal blood homeostasis	血液恒常性異常
MP:0009643	abnormal urine homeostasis	尿恒常性異常
MP:0009644	uremia	尿毒症
MP:0009645	crystalluria	結晶尿
MP:0009646	urinary bladder inflammation	膀胱の炎症
MP:0009647	decreased fertilization frequency	受精頻度の減少
MP:0009648	abnormal superovulation	異常な過排卵
MP:0009649	delayed embryo implantation	胚着床の遅延
MP:0009650	dormant blastocysts	休止状態の胚盤胞
MP:0009651	abnormal eyelid development	眼瞼の発生異常
MP:0009652	abnormal palatal rugae morphology	口蓋襞の形態異常
MP:0009653	abnormal palate development	口蓋の発生異常
MP:0009654	abnormal primary palate development	一次口蓋の発生異常
MP:0009655	abnormal secondary palate development	二次口蓋の発生異常
MP:0009656	delayed chorioallantoic fusion	絨毛尿膜の癒合遅延
MP:0009657	failure of chorioallantoic fusion	絨毛尿膜の癒合不全
MP:0009658	increased placenta apoptosis	胎盤アポトーシスの増加
MP:0009659	striated fur	細い溝のある毛皮
MP:0009660	abnormal induced retina neovascularization	網膜の新血管新生誘導の異常
MP:0009661	abnormal pregnancy	異常妊娠
MP:0009662	abnormal uterine receptivity	子宮の胚受容能異常
MP:0009663	abnormal uterine-embryonic axis	子宮-胚軸の異常
MP:0009664	abnormal luminal closure	管腔閉鎖異常
MP:0009665	abnormal embryo apposition	胚対位の異常
MP:0009666	abnormal embryo attachment	胚付着の異常
MP:0009667	abnormal embryo invasion	胚侵入の異常
MP:0009668	ectopic pregnancy	子宮外妊娠
MP:0009669	abnormal postimplantation uterine environment	着床後子宮環境の異常
MP:0009670	abnormal uterine angiogenesis	子宮新血管新生異常
MP:0009671	abnormal uterus physiology	子宮の生理異常
MP:0009672	abnormal birth weight	出生時体重異常
MP:0009673	increased birth weight	出生時体重の増加
MP:0009674	decreased birth weight	出生時体重の減少
MP:0009675	orthokeratosis	正常角化
MP:0009676	abnormal hemostasis	止血異常
MP:0009677	abnormal spinal cord dorsal column morphology	脊髄後柱の形態異常
MP:0009678	abnormal spinal cord lateral column morphology	脊髄側柱の形態異常
MP:0009679	abnormal spinal cord ventral column morphology	脊髄前柱の形態異常
MP:0009680	abnormal medulla oblongata anterior median fissure morphology	延髄前正中裂の形態異常
MP:0009681	abnormal pyramidal decussation morphology	錐体交叉の形態異常
MP:0009682	abnormal anterior corticospinal tract morphology	前皮質脊髄路形態異常
MP:0009683	abnormal lateral corticospinal tract morphology	外側皮質脊髄路の形態異常
MP:0009684	abnormal spinal cord lateral motor column morphology	脊髄外側運動神経カラムの形態異常
MP:0009685	abnormal spinal cord motor column morphology	脊髄運動神経カラムの形態異常
MP:0009686	abnormal spinal cord medial motor column morphology	脊髄内側運動神経カラムの形態異常
MP:0009687	empty decidua capsularis	被包脱落膜の空洞
MP:0009688	abnormal spinal cord central canal morphology	脊髄中心管の形態異常
MP:0009689	abnormal neural tube ventricular layer morphology	神経管脳室層の形態異常
MP:0009690	abnormal neural tube mantle layer morphology	神経管外套層の形態異常
MP:0009691	abnormal neural tube marginal layer morphology	神経管辺縁層の形態異常
MP:0009692	abnormal spinal cord alar plate morphology	脊髄翼板の形態異常
MP:0009693	abnormal spinal cord basal plate morphology	脊髄基板の形態異常
MP:0009694	abnormal spinal cord commissure morphology	脊髄交連の形態異常
MP:0009695	abnormal spinal cord ventral commissure morphology	脊髄腹側交連の形態異常
MP:0009696	abnormal spinal cord grey commissure morphology	脊髄灰白交連の形態異常
MP:0009697	abnormal copulation	交尾異常
MP:0009698	heart hemorrhage	心臓出血
MP:0009699	hyperchylomicronemia	高カイロミクロン血症
MP:0009701	abnormal birth body size	出生時身体サイズ異常
MP:0009702	increased birth body size	出生時身体サイズ増加
MP:0009703	decreased birth body size	出生時身体サイズ減少
MP:0009704	increased skin squamous cell carcinoma incidence	皮膚有棘細胞癌
MP:0009705	abnormal midgut morphology	中腸の形態異常
MP:0009706	absent midgut	中腸の欠如
MP:0009707	absent external auditory canal	外耳道の欠如
MP:0009708	vaginal septum	膣中隔
MP:0009709	hydrometra	子宮留水症
MP:0009710	anhedonia	快感消失、無快感症
MP:0009711	abnormal conditioned place preference behavior	条件付け場所嗜好性行動の異常
MP:0009712	impaired conditioned place preference behavior	条件付け場所嗜好性行動障害
MP:0009713	enhanced conditioned place preference behavior	条件付け場所嗜好性行動の増強
MP:0009714	thin epidermis stratum basale	表皮基底膜の菲薄化
MP:0009715	thick epidermis stratum basale	表皮基底膜の肥厚
MP:0009716	abnormal subcommissural organ morphology	交連下器官の形態異常
MP:0009717	absent subcommissural organ	交連下器官の欠如
MP:0009718	absent Purkinje cell layer	プルキンエ細胞層の欠如
MP:0009719	reduced cerebellar foliation	小脳転葉の減少
MP:0009720	abnormal mammary gland pattern	乳腺のパターン異常
MP:0009721	increased mammary gland number	乳腺過剰
MP:0009722	abnormal nipple development	乳頭の発生異常
MP:0009723	increased nipple number	乳頭過剰
MP:0009724	ectopic nipples	異所性乳頭
MP:0009725	absent lens vesicle	水晶体胞の欠如
MP:0009726	abnormal primordial meninx morphology	原始髄膜の形態異常
MP:0009727	abnormal navicular morphology	舟状骨の形態異常
MP:0009728	abnormal calcaneum morphology	踵骨形態異常
MP:0009729	absent tarsus bones	足根骨の欠如
MP:0009731	abnormal offspring retrieval	出生仔回収行動異常
MP:0009732	ventricular premature beat	心室性期外収縮
MP:0009733	absent nipple	乳頭欠如
MP:0009734	abnormal prostate gland duct morphology	前立腺管の形態異常
MP:0009735	abnormal prostate gland development	前立腺の発生異常
MP:0009736	abnormal prostate gland branching morphogenesis	前立腺分枝形態形成の異常
MP:0009737	prostate gland cyst	前立腺嚢胞
MP:0009738	enlarged prostate gland anterior lobe	前立腺前葉の肥大
MP:0009739	enlarged prostate gland dorsolateral lobe	前立腺背側葉の肥大
MP:0009740	small prostate gland dorsolateral lobe	前立腺背側外側葉の矮小化
MP:0009741	ectopic mammary gland	異所性乳腺
MP:0009742	increased cornea stroma thickness	角膜実質の厚さ増加
MP:0009743	preaxial polydactyly	軸前多指症
MP:0009744	postaxial polydactyly	軸後多指症
MP:0009745	abnormal behavioral response to xenobiotic	生体異物に対する行動反応異常
MP:0009746	enhanced behavioral response to xenobiotic	生体異物に対する行動反応の増強
MP:0009747	impaired behavioral response to xenobiotic	生体異物に対する行動反応障害
MP:0009748	abnormal behavioral response to addictive substance	依存性物質に対する行動反応異常
MP:0009749	enhanced behavioral response to addictive substance	依存性物質に対する行動反応の増強
MP:0009750	impaired behavioral response to addictive substance	依存性物質に対する行動反応障害
MP:0009751	enhanced behavioral response to alcohol	アルコールに対する行動反応の増強
MP:0009752	enhanced behavioral response to nicotine	ニコチンに対する行動反応の増強
MP:0009753	enhanced behavioral response to morphine	モルヒネに対する行動反応の増強
MP:0009754	enhanced behavioral response to cocaine	コカインに対する行動反応の増強
MP:0009755	impaired behavioral response to alcohol	アルコールに対する行動反応障害
MP:0009756	impaired behavioral response to nicotine	ニコチンに対する行動反応障害
MP:0009757	impaired behavioral response to morphine	モルヒネに対する行動反応障害
MP:0009758	impaired behavioral response to cocaine	コカインに対する行動反応障害
MP:0009759	abnormal hair follicle bulge morphology	毛包膨隆部の形態異常
MP:0009760	abnormal mitotic spindle morphology	有糸分裂紡錘体の形態異常
MP:0009761	abnormal meiotic spindle morphology	減数分裂紡錘体の形態異常
MP:0009762	abnormal mitotic spindle assembly checkpoint	有糸分裂紡錘体集合チェックポイントの異常
MP:0009763	increased susceptibility to induced morbidity/mortality	誘導性罹患/死亡への感受性亢進
MP:0009764	decreased susceptibility to induced morbidity/mortality	誘導性罹患/死亡への感受性低下
MP:0009765	abnormal xenobiotic induced morbidity/mortality	生体異物誘導性罹患/死亡の異常
MP:0009766	increased susceptibility to xenobiotic induced morbidity/mortality	生体異物誘導性罹患/死亡への感受性亢進
MP:0009767	decreased susceptibility to xenobiotic induced morbidity/mortality	生体異物誘導性罹患/死亡への感受性低下
MP:0009768	impaired somite development	体節発生障害
MP:0009769	abnormal meiotic spindle assembly checkpoint	減数分裂紡錘体集合チェックポイントの異常
MP:0009770	abnormal optic chiasm morphology	視交叉形態異常
MP:0009771	absent optic chiasm	視交叉欠如
MP:0009772	abnormal retina development	網膜の発生異常
